  0.6000000000000000D+03  0
  0.3500000000000000D+03  1
  0.4750000000000000D+03  2
  0.5375000000000000D+03  3
  0.5062500000000000D+03  4
  0.4906250000000000D+03  5
  0.4984375000000000D+03  6
  0.5023437500000000D+03  7
  0.5003906250000000D+03  8
  0.4994140625000000D+03  9
  0.4999023437500000D+03 10
  0.5001464843750000D+03 11
  0.5000244140625000D+03 12
  0.4999633789062500D+03 13
  0.4999938964843750D+03 14
  0.5000091552734375D+03 15
  0.5000015258789062D+03 16
  0.4999977111816406D+03 17
  0.4999996185302734D+03 18
  0.5000005722045898D+03 19
  0.5000000953674316D+03 20
  0.4999998569488525D+03 21
  0.4999999761581421D+03 22
  0.5000000357627869D+03 23
  0.5000000059604645D+03 24
  0.4999999910593033D+03 25
  0.4999999985098839D+03 26
  0.5000000022351742D+03 27
  0.5000000003725290D+03 28
  0.4999999994412065D+03 29
  0.4999999999068677D+03 30
  0.5000000001396984D+03 31
  0.5000000000232831D+03 32
  0.4999999999650754D+03 33
  0.4999999999941792D+03 34
  0.5000000000087311D+03 35
  0.5000000000014552D+03 36
  0.4999999999978172D+03 37
  0.4999999999996362D+03 38
  0.5000000000005457D+03 39
  0.5000000000000909D+03 40
  0.4999999999998636D+03 41
  0.4999999999999773D+03 42
  0.5000000000000341D+03 43
  0.5000000000000057D+03 44
  0.4999999999999915D+03 45
  0.4999999999999986D+03 46
  0.5000000000000022D+03 47
  0.5000000000000003D+03 48
  0.4999999999999994D+03 49
  0.4999999999999999D+03 50
  0.5000000000000001D+03 51
  0.5000000000000000D+03 52
