  0.9000000000000000D+03  0
  0.6500000000000000D+03  1
  0.5250000000000000D+03  2
  0.4625000000000000D+03  3
  0.4937500000000000D+03  4
  0.5093750000000000D+03  5
  0.5015625000000000D+03  6
  0.4976562500000000D+03  7
  0.4996093750000000D+03  8
  0.5005859375000000D+03  9
  0.5000976562500000D+03 10
  0.4998535156250000D+03 11
  0.4999755859375000D+03 12
  0.5000366210937500D+03 13
  0.5000061035156250D+03 14
  0.4999908447265625D+03 15
  0.4999984741210938D+03 16
  0.5000022888183594D+03 17
  0.5000003814697266D+03 18
  0.4999994277954102D+03 19
  0.4999999046325684D+03 20
  0.5000001430511475D+03 21
  0.5000000238418579D+03 22
  0.4999999642372131D+03 23
  0.4999999940395355D+03 24
  0.5000000089406967D+03 25
  0.5000000014901161D+03 26
  0.4999999977648258D+03 27
  0.4999999996274710D+03 28
  0.5000000005587935D+03 29
  0.5000000000931323D+03 30
  0.4999999998603016D+03 31
  0.4999999999767169D+03 32
  0.5000000000349246D+03 33
  0.5000000000058208D+03 34
  0.4999999999912689D+03 35
  0.4999999999985448D+03 36
  0.5000000000021828D+03 37
  0.5000000000003638D+03 38
  0.4999999999994543D+03 39
  0.4999999999999091D+03 40
  0.5000000000001364D+03 41
  0.5000000000000227D+03 42
  0.4999999999999659D+03 43
  0.4999999999999943D+03 44
  0.5000000000000085D+03 45
  0.5000000000000014D+03 46
  0.4999999999999978D+03 47
  0.4999999999999997D+03 48
  0.5000000000000006D+03 49
  0.5000000000000001D+03 50
  0.4999999999999999D+03 51
  0.5000000000000000D+03 52
