  0.5200000000000000D+03  0
  0.2700000000000000D+03  1
  0.3950000000000000D+03  2
  0.4575000000000000D+03  3
  0.4887500000000000D+03  4
  0.5043750000000000D+03  5
  0.4965625000000000D+03  6
  0.5004687500000000D+03  7
  0.4985156250000000D+03  8
  0.4994921875000000D+03  9
  0.4999804687500000D+03 10
  0.5002246093750000D+03 11
  0.5001025390625000D+03 12
  0.5000415039062500D+03 13
  0.5000109863281250D+03 14
  0.4999957275390625D+03 15
  0.5000033569335938D+03 16
  0.4999995422363281D+03 17
  0.5000014495849609D+03 18
  0.5000004959106445D+03 19
  0.5000000190734863D+03 20
  0.4999997806549072D+03 21
  0.4999998998641968D+03 22
  0.4999999594688416D+03 23
  0.4999999892711639D+03 24
  0.5000000041723251D+03 25
  0.4999999967217445D+03 26
  0.5000000004470348D+03 27
  0.4999999985843897D+03 28
  0.4999999995157123D+03 29
  0.4999999999813735D+03 30
  0.5000000002142042D+03 31
  0.5000000000977889D+03 32
  0.5000000000395812D+03 33
  0.5000000000104774D+03 34
  0.4999999999959255D+03 35
  0.5000000000032014D+03 36
  0.4999999999995634D+03 37
  0.5000000000013824D+03 38
  0.5000000000004729D+03 39
  0.5000000000000182D+03 40
  0.4999999999997908D+03 41
  0.4999999999999045D+03 42
  0.4999999999999613D+03 43
  0.4999999999999898D+03 44
  0.5000000000000040D+03 45
  0.4999999999999969D+03 46
  0.5000000000000005D+03 47
  0.4999999999999986D+03 48
  0.4999999999999995D+03 49
  0.5000000000000000D+03 50
