  0.1460000000000000D+01  0.0000000000000000D+00  0.0000000000000000D+00
  0.2920000000000000D+01  0.0000000000000000D+00  0.0000000000000000D+00
  0.3650000000000000D+01 -0.1264397089525280D+01  0.0000000000000000D+00
  0.5109999999999999D+01 -0.1264397089525280D+01  0.0000000000000000D+00
  0.5840000000000000D+01 -0.2528794179050561D+01  0.0000000000000000D+00
  0.7300000000000000D+01 -0.2528794179050561D+01  0.0000000000000000D+00
  0.8029999999999999D+01 -0.3793191268575841D+01  0.0000000000000000D+00
  0.9490000000000000D+01 -0.3793191268575841D+01  0.0000000000000000D+00
  0.1022000000000000D+02 -0.5057588358101121D+01  0.0000000000000000D+00
  0.1168000000000000D+02 -0.5057588358101121D+01  0.0000000000000000D+00
  0.1241000000000000D+02 -0.6321985447626401D+01  0.0000000000000000D+00
  0.1387000000000000D+02 -0.6321985447626401D+01  0.0000000000000000D+00
  0.1460000000000000D+02 -0.7586382537151683D+01  0.0000000000000000D+00
  0.1606000000000000D+02 -0.7586382537151683D+01  0.0000000000000000D+00
  0.1679000000000000D+02 -0.8850779626676962D+01  0.0000000000000000D+00
  0.1825000000000000D+02 -0.8850779626676962D+01  0.0000000000000000D+00
  0.3650000000000000D+01  0.1264397089525280D+01  0.0000000000000000D+00
  0.5109999999999999D+01  0.1264397089525280D+01  0.0000000000000000D+00
  0.5840000000000000D+01  0.0000000000000000D+00  0.0000000000000000D+00
  0.7300000000000000D+01  0.0000000000000000D+00  0.0000000000000000D+00
  0.8029999999999999D+01 -0.1264397089525280D+01  0.0000000000000000D+00
  0.9490000000000000D+01 -0.1264397089525280D+01  0.0000000000000000D+00
  0.1022000000000000D+02 -0.2528794179050561D+01  0.0000000000000000D+00
  0.1168000000000000D+02 -0.2528794179050561D+01  0.0000000000000000D+00
  0.1241000000000000D+02 -0.3793191268575841D+01  0.0000000000000000D+00
  0.1387000000000000D+02 -0.3793191268575841D+01  0.0000000000000000D+00
  0.1460000000000000D+02 -0.5057588358101121D+01  0.0000000000000000D+00
  0.1606000000000000D+02 -0.5057588358101121D+01  0.0000000000000000D+00
  0.1679000000000000D+02 -0.6321985447626402D+01  0.0000000000000000D+00
  0.1825000000000000D+02 -0.6321985447626402D+01  0.0000000000000000D+00
  0.1898000000000000D+02 -0.7586382537151683D+01  0.0000000000000000D+00
  0.2044000000000000D+02 -0.7586382537151683D+01  0.0000000000000000D+00
  0.5840000000000000D+01  0.2528794179050561D+01  0.0000000000000000D+00
  0.7300000000000000D+01  0.2528794179050561D+01  0.0000000000000000D+00
  0.8029999999999999D+01  0.1264397089525280D+01  0.0000000000000000D+00
  0.9490000000000000D+01  0.1264397089525280D+01  0.0000000000000000D+00
  0.1022000000000000D+02  0.0000000000000000D+00  0.0000000000000000D+00
  0.1168000000000000D+02  0.0000000000000000D+00  0.0000000000000000D+00
  0.1241000000000000D+02 -0.1264397089525281D+01  0.0000000000000000D+00
  0.1387000000000000D+02 -0.1264397089525281D+01  0.0000000000000000D+00
  0.1460000000000000D+02 -0.2528794179050561D+01  0.0000000000000000D+00
  0.1606000000000000D+02 -0.2528794179050561D+01  0.0000000000000000D+00
  0.1679000000000000D+02 -0.3793191268575840D+01  0.0000000000000000D+00
  0.1825000000000000D+02 -0.3793191268575840D+01  0.0000000000000000D+00
  0.1898000000000000D+02 -0.5057588358101122D+01  0.0000000000000000D+00
  0.2044000000000000D+02 -0.5057588358101122D+01  0.0000000000000000D+00
  0.2117000000000000D+02 -0.6321985447626401D+01  0.0000000000000000D+00
  0.2263000000000000D+02 -0.6321985447626401D+01  0.0000000000000000D+00
  0.8029999999999999D+01  0.3793191268575841D+01  0.0000000000000000D+00
  0.9490000000000000D+01  0.3793191268575841D+01  0.0000000000000000D+00
  0.1022000000000000D+02  0.2528794179050561D+01  0.0000000000000000D+00
  0.1168000000000000D+02  0.2528794179050561D+01  0.0000000000000000D+00
  0.1241000000000000D+02  0.1264397089525281D+01  0.0000000000000000D+00
  0.1387000000000000D+02  0.1264397089525281D+01  0.0000000000000000D+00
  0.1460000000000000D+02  0.0000000000000000D+00  0.0000000000000000D+00
  0.1606000000000000D+02  0.0000000000000000D+00  0.0000000000000000D+00
  0.1679000000000000D+02 -0.1264397089525280D+01  0.0000000000000000D+00
  0.1825000000000000D+02 -0.1264397089525280D+01  0.0000000000000000D+00
