 -0.9125000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.9052000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.8906000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.8833000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.8687000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.8614000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.8467999999999999E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.8395000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.8248999999999999E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.8175999999999999E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.8030000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.7956999999999999E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.7811000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.7738000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.7592000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.7519000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.7373000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.7300000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.7153999999999999E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.7081000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.6934999999999999E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.6862000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.6716000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.6642999999999999E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.6497000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.6423999999999999E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.6278000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.6205000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.6059000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.5986000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.5840000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.5767000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.5621000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.5548000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.5402000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.5329000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.5183000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.5110000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.4964000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.4891000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.4745000000000000E+02 -0.5184028067053649E+02  0.3350000000000000E+01
 -0.4672000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
 -0.4526000000000000E+02 -0.5310467776006178E+02  0.3350000000000000E+01
