  0.1460000000000000E+01  0.0000000000000000E+00  0.0000000000000000E+00
  0.7300000000000001E+00  0.1264397089525280E+01  0.0000000000000000E+00
 -0.7299999999999996E+00  0.1264397089525281E+01  0.0000000000000000E+00
 -0.1460000000000000E+01  0.1787925276580671E-15  0.0000000000000000E+00
 -0.7300000000000006E+00 -0.1264397089525280E+01  0.0000000000000000E+00
  0.7300000000000001E+00 -0.1264397089525280E+01  0.0000000000000000E+00
  0.1460000000000000E+01  0.2528794179050561E+01  0.0000000000000000E+00
  0.7299999999999999E+00  0.3793191268575841E+01  0.0000000000000000E+00
  0.1460000000000000E+01  0.5057588358101121E+01  0.0000000000000000E+00
  0.7299999999999995E+00  0.6321985447626401E+01  0.0000000000000000E+00
  0.1459999999999999E+01  0.7586382537151682E+01  0.0000000000000000E+00
  0.7299999999999993E+00  0.8850779626676962E+01  0.0000000000000000E+00
  0.1459999999999999E+01  0.1011517671620224E+02  0.0000000000000000E+00
  0.7299999999999990E+00  0.1137957380572752E+02  0.0000000000000000E+00
  0.1459999999999999E+01  0.1264397089525280E+02  0.0000000000000000E+00
  0.7299999999999988E+00  0.1390836798477808E+02  0.0000000000000000E+00
  0.1459999999999999E+01  0.1517276507430336E+02  0.0000000000000000E+00
  0.7299999999999984E+00  0.1643716216382865E+02  0.0000000000000000E+00
  0.1459999999999998E+01  0.1770155925335392E+02  0.0000000000000000E+00
  0.7299999999999982E+00  0.1896595634287920E+02  0.0000000000000000E+00
  0.1459999999999998E+01  0.2023035343240448E+02  0.0000000000000000E+00
  0.7299999999999979E+00  0.2149475052192977E+02  0.0000000000000000E+00
  0.1459999999999998E+01  0.2275914761145505E+02  0.0000000000000000E+00
  0.7299999999999977E+00  0.2402354470098032E+02  0.0000000000000000E+00
  0.1459999999999998E+01  0.2528794179050561E+02  0.0000000000000000E+00
  0.7299999999999973E+00  0.2655233888003089E+02  0.0000000000000000E+00
  0.1459999999999997E+01  0.2781673596955617E+02  0.0000000000000000E+00
  0.7299999999999971E+00  0.2908113305908144E+02  0.0000000000000000E+00
  0.1459999999999997E+01  0.3034553014860673E+02  0.0000000000000000E+00
  0.7299999999999968E+00  0.3160992723813201E+02  0.0000000000000000E+00
  0.1459999999999997E+01  0.3287432432765728E+02  0.0000000000000000E+00
  0.7299999999999965E+00  0.3413872141718257E+02  0.0000000000000000E+00
  0.1459999999999996E+01  0.3540311850670784E+02  0.0000000000000000E+00
  0.7299999999999962E+00  0.3666751559623312E+02  0.0000000000000000E+00
  0.1459999999999996E+01  0.3793191268575840E+02  0.0000000000000000E+00
  0.7299999999999960E+00  0.3919630977528368E+02  0.0000000000000000E+00
  0.1459999999999996E+01  0.4046070686480896E+02  0.0000000000000000E+00
  0.7299999999999957E+00  0.4172510395433424E+02  0.0000000000000000E+00
  0.1459999999999996E+01  0.4298950104385951E+02  0.0000000000000000E+00
  0.7299999999999954E+00  0.4425389813338479E+02  0.0000000000000000E+00
  0.1459999999999995E+01  0.4551829522291007E+02  0.0000000000000000E+00
  0.7299999999999951E+00  0.4678269231243535E+02  0.0000000000000000E+00
  0.1459999999999995E+01  0.4804708940196063E+02  0.0000000000000000E+00
  0.7299999999999948E+00  0.4931148649148591E+02  0.0000000000000000E+00
  0.1459999999999995E+01  0.5057588358101118E+02  0.0000000000000000E+00
  0.7299999999999945E+00  0.5184028067053647E+02  0.0000000000000000E+00
  0.1459999999999994E+01  0.5310467776006174E+02  0.0000000000000000E+00
  0.2919999999999994E+01  0.5310467776006174E+02  0.0000000000000000E+00
  0.3649999999999993E+01  0.5184028067053646E+02  0.0000000000000000E+00
  0.5109999999999993E+01  0.5184028067053646E+02  0.0000000000000000E+00
  0.5839999999999992E+01  0.5057588358101118E+02  0.0000000000000000E+00
  0.7299999999999992E+01  0.5057588358101118E+02  0.0000000000000000E+00
  0.8029999999999990E+01  0.4931148649148589E+02  0.0000000000000000E+00
  0.9489999999999990E+01  0.4931148649148589E+02  0.0000000000000000E+00
  0.1021999999999999E+02  0.4804708940196061E+02  0.0000000000000000E+00
  0.1167999999999999E+02  0.4804708940196061E+02  0.0000000000000000E+00
  0.1240999999999999E+02  0.4678269231243533E+02  0.0000000000000000E+00
  0.1386999999999999E+02  0.4678269231243533E+02  0.0000000000000000E+00
  0.1459999999999999E+02  0.4804708940196061E+02  0.0000000000000000E+00
  0.1386999999999999E+02  0.4931148649148589E+02  0.0000000000000000E+00
  0.1240999999999999E+02  0.4931148649148589E+02  0.0000000000000000E+00
  0.1167999999999999E+02  0.5057588358101118E+02  0.0000000000000000E+00
  0.1021999999999999E+02  0.5057588358101118E+02  0.0000000000000000E+00
  0.9489999999999991E+01  0.5184028067053646E+02  0.0000000000000000E+00
  0.8029999999999992E+01  0.5184028067053646E+02  0.0000000000000000E+00
  0.7299999999999992E+01  0.5310467776006174E+02  0.0000000000000000E+00
  0.5839999999999993E+01  0.5310467776006174E+02  0.0000000000000000E+00
  0.5109999999999994E+01  0.5436907484958702E+02  0.0000000000000000E+00
  0.3649999999999993E+01  0.5436907484958702E+02  0.0000000000000000E+00
  0.5109999999999993E+01  0.5436907484958702E+02  0.0000000000000000E+00
  0.5839999999999993E+01  0.5310467776006174E+02  0.0000000000000000E+00
  0.7299999999999993E+01  0.5310467776006174E+02  0.0000000000000000E+00
  0.8029999999999990E+01  0.5184028067053646E+02  0.0000000000000000E+00
  0.9489999999999990E+01  0.5184028067053646E+02  0.0000000000000000E+00
  0.1021999999999999E+02  0.5057588358101118E+02  0.0000000000000000E+00
  0.1167999999999999E+02  0.5057588358101118E+02  0.0000000000000000E+00
  0.1240999999999999E+02  0.4931148649148589E+02  0.0000000000000000E+00
  0.1386999999999999E+02  0.4931148649148589E+02  0.0000000000000000E+00
  0.1459999999999999E+02  0.5057588358101118E+02  0.0000000000000000E+00
  0.1386999999999999E+02  0.5184028067053646E+02  0.0000000000000000E+00
  0.1240999999999999E+02  0.5184028067053646E+02  0.0000000000000000E+00
  0.1167999999999999E+02  0.5310467776006174E+02  0.0000000000000000E+00
  0.1021999999999999E+02  0.5310467776006174E+02  0.0000000000000000E+00
  0.9489999999999991E+01  0.5436907484958702E+02  0.0000000000000000E+00
  0.8029999999999992E+01  0.5436907484958702E+02  0.0000000000000000E+00
  0.7299999999999994E+01  0.5563347193911230E+02  0.0000000000000000E+00
  0.5839999999999993E+01  0.5563347193911230E+02  0.0000000000000000E+00
  0.7299999999999992E+01  0.5563347193911230E+02  0.0000000000000000E+00
  0.8029999999999990E+01  0.5436907484958702E+02  0.0000000000000000E+00
  0.9489999999999990E+01  0.5436907484958702E+02  0.0000000000000000E+00
  0.1021999999999999E+02  0.5310467776006174E+02  0.0000000000000000E+00
  0.1167999999999999E+02  0.5310467776006174E+02  0.0000000000000000E+00
